StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,edad,genero,ocup,edu,imple,viable,perti,BB2_1,BB2_2,BB2_3,BB2_4,BB3,vot21,vot22,vot26_a36,novot,difvoto,intvot,reprevot,vot26_check2,cpc_cond,cpc_act1,cpc_act2,check_com,lima,satisz,confi,desemmu,Q46,Q47_1,Q47_2,seg,confianza_1,confianza_2,confianza_3,confianza_4,Q26_1,BY_DO,BB1_DO,TT2_DO,EM1_DO,AC1_DO,MAN1_DO
24/06/25 17:09,24/06/25 17:21,IP Address,179.6.88.247,100,764,True,24/06/25 17:21,R_6f90ybMpDhw9nHd,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,21,Mujer,Estudia,Universitaria,7. Muy probable,4,6,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Homicidio,No,Sí,Sí,,4. Difícil,4. Interesado/a,2. Poco representado,1. Muy cargada,9,8,8,No se mostró ninguna foto,Sí,Satisfecho,Poca confianza,Algo capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,3,by_t,bb_c,Q19,em_c,ac_t2,man_c
24/06/25 16:59,24/06/25 19:32,IP Address,179.7.64.98,100,9188,True,24/06/25 19:32,R_6IjkgpwLR6kNlI8,,,,,-12.046,-77.0305,anonymous,ES,,Acepto participar de la encuesta,48,Hombre,Trabaja,Posgrado,4,7. Muy viable,,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,4,1,No lo apoyo en absoluto 0,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,Sí,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,2,6,by_c,bb_t,Q20,em_t,ac_t2,man_c
24/06/25 19:48,24/06/25 20:03,IP Address,38.191.85.39,100,888,True,24/06/25 20:03,R_3hQNg9vb9sMpD2Y,,,,,-12.046,-77.0305,anonymous,ES,0.200000003,Acepto participar de la encuesta,41,Mujer,No trabaja ni estudia,Técnica,4,5,7. Muy pertinente,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Homicidio,Sí,Sí,Sí,No me siento representado por ninguno,2. Fácil,1. Nada interesado/a,2. Poco representado,1. Muy cargada,0. Nada probable,Totalmente de acuerdo 10,9,Policías en un operativo,Sí,Satisfecho,Poca confianza,Nada capacitados,3,No,No,Poco seguro/a,3,2,1. No confía nada,4,10,by_c,bb_t,Q19,em_t,ac_t1,man_c
24/06/25 19:59,24/06/25 20:40,IP Address,45.231.80.102,100,2473,True,24/06/25 20:40,R_1g7P0ZpEiihCjOr,,,,,-12.046,-77.0305,anonymous,ES,0.400000006,Acepto participar de la encuesta,21,Hombre,Trabaja y estudia,Universitaria,3,4,6,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,Sí,Otra razón,4. Difícil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,2,2,Lo apoyo totalmente 10,Autoridades del gobierno,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,No,No,Poco seguro/a,3,4,2,2,5,by_c,bb_t,Q20,em_c,ac_t2,man_t
24/06/25 20:38,24/06/25 20:44,IP Address,132.251.2.17,100,337,True,24/06/25 20:44,R_5dtkibIMeTRSy6R,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,21,Hombre,Trabaja,Técnica,4,5,3,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,Sí,No,,3. Ni fácil ni difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,6,7,4,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Algo capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,3,,by_t,bb_t,Q20,em_c,ac_t1,man_t
24/06/25 21:08,24/06/25 21:37,IP Address,38.25.111.186,100,1735,True,24/06/25 21:37,R_39IO45AW5lBO98t,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,21,Mujer,Estudia,Universitaria,5,4,4,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,Sí,No,Sí,No confía en los partidos políticos,3. Ni fácil ni difícil,2. Poco interesado/a,3. Ni representado ni no representado,4. Algo simple,4,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Algo capacitados,2,No,No,Poco seguro/a,4,4,2,3,8,by_c,bb_c,Q19,em_t,ac_t1,man_t
25/06/25 3:35,25/06/25 3:51,IP Address,79.95.127.11,100,978,True,25/06/25 3:51,R_8YrnfyhfdkcCc0v,,,,,47.2145,-1.5512,anonymous,ES,0.800000012,Acepto participar de la encuesta,27,Mujer,Estudia,Universitaria,4,4,6,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Homicidio,No,No,No,,3. Ni fácil ni difícil,4. Interesado/a,2. Poco representado,1. Muy cargada,8,Totalmente de acuerdo 10,8,Policías en un operativo,No,,,,1. Muy en desacuerdo,Sí,Sí,Muy seguro/a,3,3,2,1. No confía nada,5,by_c,bb_t,Q20,em_t,ac_t1,man_c
25/06/25 10:00,25/06/25 10:05,IP Address,190.119.56.18,100,338,True,25/06/25 10:06,R_32ExD3Z4QhBahar,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,28,Mujer,Trabaja,Universitaria,2,4,5,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,No,,4. Difícil,4. Interesado/a,1. Nada representado,1. Muy cargada,2,4,6,No se mostró ninguna foto,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,4,4,by_c,bb_c,Q20,em_c,ac_t1,man_c
25/06/25 12:22,25/06/25 12:22,IP Address,45.231.80.106,100,21,True,25/06/25 12:22,R_7A0a5MQVUo7gLcA,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,No acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/25 12:26,25/06/25 12:33,IP Address,45.231.80.102,100,464,True,25/06/25 12:33,R_3iqY7PYFhb3KLdJ,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,22,Otro,Estudia,Universitaria,4,4,4,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,Sí,No confía en los partidos políticos,2. Fácil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,9,3,7,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,Sí,No,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,1,by_t,bb_c,Q20,em_c,ac_t2,man_c
25/06/25 13:09,25/06/25 14:05,IP Address,45.231.80.176,100,3345,True,25/06/25 14:05,R_1MzWObtaBeGnu9W,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Trabaja y estudia,Universitaria,3,3,5,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,No,,3. Ni fácil ni difícil,5. Muy interesado/a,2. Poco representado,2. Algo cargada,2,4,3,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,2,2,2,4,5,by_c,bb_t,Q19,em_t,ac_t1,man_t
25/06/25 23:09,25/06/25 23:09,IP Address,38.253.149.96,100,3,True,25/06/25 23:09,R_5QN3zBigYKdYnem,,,,,-12.046,-77.0305,anonymous,ES,0.100000001,No acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/25 23:21,25/06/25 23:35,IP Address,38.25.29.48,100,836,True,25/06/25 23:35,R_3hhatUYDpztZYDP,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,5,4,6,En desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Homicidio,Sí,Sí,No,,5. Muy difícil,5. Muy interesado/a,2. Poco representado,1. Muy cargada,6,9,7,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Poco capacitados,2,No,Sí,Poco seguro/a,1. No confía nada,3,1. No confía nada,5,8,by_t,bb_c,Q20,em_c,ac_t1,man_t
26/06/25 11:34,26/06/25 11:40,IP Address,172.225.222.83,100,328,True,26/06/25 11:40,R_5zIau2Zu9MAMY5y,,,,,-12.046,-77.0305,anonymous,ES,0.400000006,Acepto participar de la encuesta,20,Mujer,Trabaja y estudia,Universitaria,5,6,7. Muy pertinente,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,No,Sí,No me siento representado por ninguno,3. Ni fácil ni difícil,2. Poco interesado/a,2. Poco representado,1. Muy cargada,7,8,9,Policías en un operativo,No,,,,4,No,No,Nada seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,2,5,by_t,bb_c,Q20,em_t,ac_t2,man_c
26/06/25 17:02,26/06/25 17:07,IP Address,38.25.19.52,100,303,True,26/06/25 17:07,R_32mCIhwkT7PMdo7,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,24,Hombre,Trabaja y estudia,Universitaria,3,3,5,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,No,Sí,No me siento representado por ninguno,1. Muy fácil,4. Interesado/a,3. Ni representado ni no representado,2. Algo cargada,4,5,5,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,2,2,1. No confía nada,2,3,by_t,bb_t,Q18,em_t,ac_t2,man_c
26/06/25 17:28,26/06/25 17:28,IP Address,190.232.101.217,100,14,True,26/06/25 17:29,R_664it2qxNC3Gvz7,,,,,-12.046,-77.0305,anonymous,ES,0.400000006,No acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/25 18:21,26/06/25 18:38,IP Address,132.191.1.200,100,1002,True,26/06/25 18:38,R_3PR0Kd6SxLxNS1g,,,,,-12.046,-77.0305,anonymous,ES,1,Acepto participar de la encuesta,,Mujer,Trabaja y estudia,Universitaria,5,4,4,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Homicidio,No,Sí,Sí,Otra razón,5. Muy difícil,3. Ni interesado/a ni desinteresado/a,2. Poco representado,1. Muy cargada,4,3,4,Policías en un operativo,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Algo capacitados,2,Sí,Sí,Poco seguro/a,3,3,2,3,5,by_c,bb_t,Q20,em_t,ac_t1,man_t
26/06/25 19:43,26/06/25 19:59,IP Address,38.253.149.199,100,995,True,26/06/25 19:59,R_1fGmEwUdFTfB6o1,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,5,3,3,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,Sí,Prefiero anular mi voto,5. Muy difícil,4. Interesado/a,3. Ni representado ni no representado,1. Muy cargada,3,4,7,Autoridades del gobierno,Sí,Ni satisfecho ni insatisfecho,Ni mucha ni poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Poco seguro/a,2,2,2,3,8,by_c,bb_c,Q19,em_c,ac_t2,man_t
26/06/25 21:33,26/06/25 21:50,IP Address,181.65.18.167,100,1031,True,26/06/25 21:50,R_3lOrcX3E6a7sYV3,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,3,4,5,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,No,Sí,No,,4. Difícil,4. Interesado/a,2. Poco representado,2. Algo cargada,2,4,4,Policías en un operativo,Sí,Satisfecho,Ni mucha ni poca confianza,Poco capacitados,1. Muy en desacuerdo,Sí,Sí,Algo seguro/a,2,2,2,6,4,by_c,bb_t,Q19,em_t,ac_t1,man_t
27/06/25 11:21,27/06/25 11:27,IP Address,45.231.80.101,100,374,True,27/06/25 11:27,R_5TSK77sDn7WPX5x,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,19,Hombre,Estudia,Universitaria,4,3,6,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Homicidio,,,No,,5. Muy difícil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,5,4,7,Policías en un operativo,Sí,Insatisfecho,Poca confianza,Nada capacitados,1. Muy en desacuerdo,No,Sí,Poco seguro/a,2,3,1. No confía nada,4,4,by_c,bb_c,Q19,em_t,ac_t2,man_c
27/06/25 11:24,27/06/25 11:39,IP Address,190.233.255.194,100,936,True,27/06/25 11:39,R_57gERFxZaKVePL3,,,,,-11.85,-76.45,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Estudia,Universitaria,7. Muy probable,7. Muy viable,7. Muy pertinente,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Homicidio,Sí,Sí,Sí,Prefiero dejar mi voto en blanco,2. Fácil,2. Poco interesado/a,2. Poco representado,4. Algo simple,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,5. Muy de acuerdo,Sí,No,Poco seguro/a,1. No confía nada,3,1. No confía nada,6,,by_c,bb_t,Q18,em_t,ac_t2,man_t
27/06/25 17:50,27/06/25 17:59,IP Address,179.6.14.185,100,577,True,27/06/25 17:59,R_7j3aDxyW4qtG4zj,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,20,Mujer,Estudia,Universitaria,5,2,2,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Homicidio,No,No,Sí,Prefiero anular mi voto,1. Muy fácil,5. Muy interesado/a,1. Nada representado,1. Muy cargada,2,5,8,Policías en un operativo,Sí,Satisfecho,Poca confianza,Poco capacitados,4,No,No,Poco seguro/a,1. No confía nada,1. No confía nada,1. No confía nada,1. No confía nada,7,by_c,bb_t,Q20,em_t,ac_t1,man_t
20/06/25 18:08,20/06/25 18:08,IP Address,38.25.18.115,2,23,False,27/06/25 18:08,R_1EhnZlrC4v2Whxy,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/25 18:07,20/06/25 18:08,IP Address,38.25.25.255,16,103,False,27/06/25 18:08,R_7AKfimrtcz8PUys,,,,,-12.046,-77.0305,anonymous,ES,0.300000012,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
20/06/25 18:16,20/06/25 18:17,IP Address,179.7.64.10,16,46,False,27/06/25 18:17,R_6bJdUfV8AnplvEc,,,,,-12.046,-77.0305,anonymous,ES,,Acepto participar de la encuesta,22,Mujer,No trabaja ni estudia,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 18:18,20/06/25 18:18,IP Address,132.157.129.250,44,37,False,27/06/25 18:18,R_1HRdmqllaOGol4X,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,,Mujer,Estudia,Universitaria,,,,,,,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_c,Q20,,,
20/06/25 18:26,20/06/25 18:34,IP Address,190.239.33.20,60,502,False,27/06/25 18:34,R_6MGTGBhjauSPjKp,,,,,-11.85,-76.45,anonymous,ES,0.899999976,Acepto participar de la encuesta,26,Mujer,No trabaja ni estudia,Universitaria,3,3,3,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Homicidio,Sí,No recuerdo,Sí,Otra razón,3. Ni fácil ni difícil,2. Poco interesado/a,2. Poco representado,2. Algo cargada,,,,,,,,,,,,,,,,,,by_t,bb_c,Q18,em_c,,
20/06/25 18:35,20/06/25 18:36,IP Address,190.237.11.101,44,54,False,27/06/25 18:36,R_5nfrTbOoMZxW7za,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,22,Mujer,Trabaja y estudia,Universitaria,,,,,,,,Homicidio,Sí,Sí,No,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_t,Q19,,,
20/06/25 18:39,20/06/25 18:39,IP Address,38.253.149.116,16,25,False,27/06/25 18:39,R_11BydFHRJG93lGp,,,,,-12.046,-77.0305,anonymous,ES,0.5,Acepto participar de la encuesta,18,Mujer,Estudia,Secundaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
20/06/25 18:46,20/06/25 18:46,IP Address,190.237.231.173,27,25,False,27/06/25 18:46,R_5N8KRnSp5gzmQbP,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_t,,,,
20/06/25 18:49,20/06/25 18:49,IP Address,132.157.66.45,16,22,False,27/06/25 18:49,R_5GNBtv1ZAY0MyrW,,,,,-8.1191,-79.0355,anonymous,ES,0.5,Acepto participar de la encuesta,,Mujer,Trabaja y estudia,Técnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
20/06/25 18:57,20/06/25 18:57,IP Address,190.237.231.173,11,8,False,27/06/25 18:57,R_1wSmEmHGzftqhpT,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 19:04,20/06/25 19:05,IP Address,181.176.103.106,22,56,False,27/06/25 19:05,R_6EWoqEXslXGsget,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,,Mujer,Trabaja,Universitaria,4,7. Muy viable,7. Muy pertinente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_c,,,,
20/06/25 18:40,20/06/25 19:07,IP Address,45.231.80.103,82,1618,False,27/06/25 19:07,R_3hSDXENAj8oqWHi,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_c,Q19,em_c,ac_t1,man_c
20/06/25 19:07,20/06/25 19:08,IP Address,181.176.121.64,11,7,False,27/06/25 19:08,R_1o6HLS92GNVk1O1,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 19:06,20/06/25 19:08,IP Address,181.65.25.194,98,89,False,27/06/25 19:08,R_6odwtMjEYImo5up,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,23,Hombre,Estudia,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,1. Muy en desacuerdo,Sí,Sí,,,,,,,by_c,bb_t,Q19,em_t,ac_t1,man_t
20/06/25 19:16,20/06/25 19:17,IP Address,181.42.44.154,16,84,False,27/06/25 19:17,R_3u1CZt1WXky0srT,,,,,-33.4521,-70.6536,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Estudia,Secundaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 19:17,20/06/25 19:22,IP Address,172.225.222.149,91,302,False,27/06/25 19:22,R_18TGPKN2r0BBdXZ,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,20,Mujer,Estudia,Técnica,5,5,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Robo,No,No,No,,4. Difícil,4. Interesado/a,2. Poco representado,4. Algo simple,10. Muy probable,Totalmente de acuerdo 10,Lo apoyo totalmente 10,Ministro del interior,Sí,Ni satisfecho ni insatisfecho,Poca confianza,Nada capacitados,5. Muy de acuerdo,Sí,Sí,,,,,,,by_t,bb_t,Q18,em_c,ac_t1,man_t
20/06/25 19:25,20/06/25 19:25,IP Address,132.191.1.212,27,53,False,27/06/25 19:26,R_1QPRWj0O8g1Ru6t,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,23,Mujer,Estudia,Universitaria,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_c,,,,
20/06/25 19:27,20/06/25 19:28,IP Address,190.234.179.63,36,54,False,27/06/25 19:28,R_36AKAkO0s3X4aSB,,,,,-12.0668,-75.2157,anonymous,ES,0.899999976,Acepto participar de la encuesta,22,Mujer,Trabaja y estudia,Técnica,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_c,Q20,,,
20/06/25 19:25,20/06/25 19:30,IP Address,179.6.19.77,76,247,False,27/06/25 19:30,R_1szQmwp0wwEYfY5,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Hombre,Estudia,Universitaria,2,5,7. Muy pertinente,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Homicidio,No,Sí,No,,5. Muy difícil,2. Poco interesado/a,1. Nada representado,1. Muy cargada,0. Nada probable,6,5,Policías en un operativo,Sí,,,,,,,,,,,,,by_c,bb_c,Q18,em_c,ac_t1,
20/06/25 19:30,20/06/25 19:31,IP Address,179.7.65.118,27,38,False,27/06/25 19:31,R_6xwQYn0YQUPr3qR,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,21,Mujer,Estudia,Universitaria,7. Muy probable,7. Muy viable,7. Muy pertinente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_c,,,,
20/06/25 19:55,20/06/25 19:56,IP Address,45.231.80.101,44,77,False,27/06/25 19:56,R_5SAXM0yKtHRABd2,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,24,Mujer,Trabaja y estudia,Universitaria,4,6,7. Muy pertinente,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Homicidio,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,by_t,bb_c,Q18,,,
20/06/25 20:05,20/06/25 20:06,IP Address,38.25.95.184,56,37,False,27/06/25 20:06,R_1OxXq1tObHEtBqS,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_t,Q18,em_t,,
20/06/25 20:18,20/06/25 20:21,IP Address,181.176.92.222,2,161,False,27/06/25 20:21,R_7SGDcrOV1RXkvER,,,,,-12.046,-77.0305,anonymous,ES,,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/25 20:27,20/06/25 20:27,IP Address,45.231.80.101,2,13,False,27/06/25 20:27,R_1LXv2n03ooVKLHU,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/25 21:10,20/06/25 21:10,IP Address,179.6.54.94,2,22,False,27/06/25 21:10,R_5JwNKpRjsYlnb8o,,,,,-7.163,-78.5008,anonymous,ES,0.800000012,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/25 21:08,20/06/25 21:11,IP Address,179.6.54.94,27,188,False,27/06/25 21:11,R_1e3I43ag39Li0a5,,,,,-7.163,-78.5008,anonymous,ES,0.899999976,Acepto participar de la encuesta,29,Mujer,Trabaja,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_t,,,,
20/06/25 21:20,20/06/25 21:20,IP Address,45.231.80.103,11,15,False,27/06/25 21:20,R_3n9f2TwJCkq6bRJ,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
20/06/25 21:22,20/06/25 21:38,IP Address,38.190.103.194,16,962,False,27/06/25 21:38,R_5ojLcwKlWwT52h3,,,,,-12.0064,-77.0139,anonymous,ES,0.200000003,Acepto participar de la encuesta,26,Hombre,No trabaja ni estudia,Secundaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 21:52,20/06/25 21:52,IP Address,190.236.0.232,16,37,False,27/06/25 21:53,R_32qnfmGLBhdSiHv,,,,,-12.046,-77.0305,anonymous,ES,0.699999988,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Técnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
20/06/25 22:09,20/06/25 22:09,IP Address,179.6.18.76,11,22,False,27/06/25 22:09,R_5U02xNevZBKYTMf,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,18,Hombre,Trabaja y estudia,Secundaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
20/06/25 23:59,21/06/25 0:00,IP Address,190.233.209.3,16,26,False,28/06/25 0:00,R_1n1KpvcOX1PTrmK,,,,,-12.046,-77.0305,anonymous,ES,0.800000012,Acepto participar de la encuesta,21,Mujer,Trabaja y estudia,Universitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_t,,,,,
21/06/25 0:47,21/06/25 0:49,IP Address,179.7.64.190,44,134,False,28/06/25 0:49,R_1RvFinj99aSoOnF,,,,,-12.046,-77.0305,anonymous,ES,0.899999976,Acepto participar de la encuesta,23,Otro,Trabaja y estudia,Universitaria,1. Nada probable,4,5,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Homicidio,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,by_c,bb_t,Q19,,,
21/06/25 2:51,21/06/25 2:54,IP Address,190.234.22.175,16,153,False,28/06/25 2:54,R_3jwb9mVp52Cfrtb,,,,,-12.046,-77.0305,anonymous,ES,0.600000024,Acepto participar de la encuesta,,Hombre,Trabaja,Técnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by_c,,,,,
